,no_sd,focal_species,treatment_level,yes_n,no_n,organ,no_mean,treatment,invasive_species,interaction_type,yes_sd,yes_mean,study_id,native_functional_group,invasive_functional_group,latitude,longitude,collection_year
123,0.033319238,Pseudoroegneria spicata,LHK_yes_MJP_no,10,10,RMF,0.760522934,population,Centaurea stoebe,interaction,0.047218033,0.630814313,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
124,0.096277895,Pseudoroegneria spicata,LHK_yes_MMP_no,10,10,RMF,0.599649747,population,Centaurea stoebe,interaction,0.047218033,0.630814313,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
125,0.051952053,Pseudoroegneria spicata,LHK_yes_PTP_no,10,10,RMF,0.73456477,population,Centaurea stoebe,interaction,0.047218033,0.630814313,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
126,0.091099151,Pseudoroegneria spicata,LHP_yes_LNFK_no,10,10,RMF,0.622687419,population,Centaurea stoebe,interaction,0.083643966,0.677514901,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
127,0.10153916,Pseudoroegneria spicata,LHP_yes_MCLK_no,10,10,RMF,0.649954334,population,Centaurea stoebe,interaction,0.083643966,0.677514901,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
128,0.054043145,Pseudoroegneria spicata,LHP_yes_MMK_no,10,10,RMF,0.660853955,population,Centaurea stoebe,interaction,0.083643966,0.677514901,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
129,0.089500546,Pseudoroegneria spicata,LHP_yes_PTK_no,10,10,RMF,0.688980768,population,Centaurea stoebe,interaction,0.083643966,0.677514901,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
130,0.091099151,Pseudoroegneria spicata,LHP#1_yes_LNFK_no,10,10,RMF,0.622687419,population,Centaurea stoebe,interaction,0.07347452,0.524623839,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
131,0.10153916,Pseudoroegneria spicata,LHP#1_yes_MCLK_no,10,10,RMF,0.649954334,population,Centaurea stoebe,interaction,0.07347452,0.524623839,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
132,0.054043145,Pseudoroegneria spicata,LHP#1_yes_MMK_no,10,10,RMF,0.660853955,population,Centaurea stoebe,interaction,0.07347452,0.524623839,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
133,0.089500546,Pseudoroegneria spicata,LHP#1_yes_PTK_no,10,10,RMF,0.688980768,population,Centaurea stoebe,interaction,0.07347452,0.524623839,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
134,0.064128957,Pseudoroegneria spicata,LNFK_yes_MCLP_no,10,10,RMF,0.723041728,population,Centaurea stoebe,interaction,0.091099151,0.622687419,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
135,0.033319238,Pseudoroegneria spicata,LNFK_yes_MJP_no,10,10,RMF,0.760522934,population,Centaurea stoebe,interaction,0.091099151,0.622687419,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
136,0.096277895,Pseudoroegneria spicata,LNFK_yes_MMP_no,10,10,RMF,0.599649747,population,Centaurea stoebe,interaction,0.091099151,0.622687419,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
137,0.051952053,Pseudoroegneria spicata,LNFK_yes_PTP_no,10,10,RMF,0.73456477,population,Centaurea stoebe,interaction,0.091099151,0.622687419,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
138,0.064128957,Pseudoroegneria spicata,MCLK_yes_MCLP_no,10,10,RMF,0.723041728,population,Centaurea stoebe,interaction,0.10153916,0.649954334,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
139,0.033319238,Pseudoroegneria spicata,MCLK_yes_MJP_no,10,10,RMF,0.760522934,population,Centaurea stoebe,interaction,0.10153916,0.649954334,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
140,0.096277895,Pseudoroegneria spicata,MCLK_yes_MMP_no,10,10,RMF,0.599649747,population,Centaurea stoebe,interaction,0.10153916,0.649954334,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
141,0.051952053,Pseudoroegneria spicata,MCLK_yes_PTP_no,10,10,RMF,0.73456477,population,Centaurea stoebe,interaction,0.10153916,0.649954334,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
142,0.054043145,Pseudoroegneria spicata,MCLP_yes_MMK_no,10,10,RMF,0.660853955,population,Centaurea stoebe,interaction,0.064128957,0.723041728,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
143,0.089500546,Pseudoroegneria spicata,MCLP_yes_PTK_no,10,10,RMF,0.688980768,population,Centaurea stoebe,interaction,0.064128957,0.723041728,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
144,0.054043145,Pseudoroegneria spicata,MJP_yes_MMK_no,10,10,RMF,0.660853955,population,Centaurea stoebe,interaction,0.033319238,0.760522934,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
145,0.089500546,Pseudoroegneria spicata,MJP_yes_PTK_no,10,10,RMF,0.688980768,population,Centaurea stoebe,interaction,0.033319238,0.760522934,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
146,0.096277895,Pseudoroegneria spicata,MMK_yes_MMP_no,10,10,RMF,0.599649747,population,Centaurea stoebe,interaction,0.054043145,0.660853955,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
147,0.051952053,Pseudoroegneria spicata,MMK_yes_PTP_no,10,10,RMF,0.73456477,population,Centaurea stoebe,interaction,0.054043145,0.660853955,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
148,0.089500546,Pseudoroegneria spicata,MMP_yes_PTK_no,10,10,RMF,0.688980768,population,Centaurea stoebe,interaction,0.096277895,0.599649747,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
149,0.051952053,Pseudoroegneria spicata,PTK_yes_PTP_no,10,10,RMF,0.73456477,population,Centaurea stoebe,interaction,0.089500546,0.688980768,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
150,0.109806135,Anthriscus sylvestris,Activated carbon,17,17,RMF,0.836719488,soil addition,Lupinus polyphyllus,control_alone,0.096240026,0.804200821,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
151,0.153391753,Anthriscus sylvestris,Control,17,17,RMF,0.820896638,soil addition,Lupinus polyphyllus,control_alone,0.162855086,0.799165155,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
152,0.132373428,Anthriscus sylvestris,Fertilizer,17,17,RMF,0.771005329,soil addition,Lupinus polyphyllus,control_alone,0.18960294,0.797148077,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
153,0.112434552,Anthriscus sylvestris,Activated carbon,13,13,RMF,0.843124605,soil addition,Lupinus polyphyllus,interaction,0.103525826,0.822845259,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
154,0.080042457,Anthriscus sylvestris,Control,13,13,RMF,0.881766382,soil addition,Lupinus polyphyllus,interaction,0.094979475,0.86091573,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
155,0.089614221,Anthriscus sylvestris,Fertilizer,13,13,RMF,0.780077566,soil addition,Lupinus polyphyllus,interaction,0.198910104,0.780929758,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
156,0.057685638,Bothriochloa insculpta,high water - high nutrients,5,5,RMF,0.366293881,water and nutrients,Parthenium hysterophorus,control_alone,0.054259545,0.311535307,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
157,0.057685638,Bothriochloa insculpta,high water - high nutrients,5,5,RMF,0.366293881,water and nutrients,Parthenium hysterophorus,control_alone,0.054259545,0.311535307,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
158,0.056608558,Bothriochloa insculpta,high water - low nutrients,5,5,RMF,0.359454611,water and nutrients,Parthenium hysterophorus,control_alone,0.082144298,0.471637739,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
159,0.056608558,Bothriochloa insculpta,high water - low nutrients,5,5,RMF,0.359454611,water and nutrients,Parthenium hysterophorus,control_alone,0.082144298,0.471637739,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
160,0.046542789,Bothriochloa insculpta,high water - None,5,5,RMF,0.295538706,water and nutrients,Parthenium hysterophorus,control_alone,0.086220096,0.495039242,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
161,0.046542789,Bothriochloa insculpta,high water - None,5,5,RMF,0.295538706,water and nutrients,Parthenium hysterophorus,control_alone,0.086220096,0.495039242,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
162,0.056111901,Bothriochloa insculpta,low water - high nutrients,5,5,RMF,0.356300919,water and nutrients,Parthenium hysterophorus,control_alone,0.06557068,0.376479045,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
163,0.056111901,Bothriochloa insculpta,low water - high nutrients,5,5,RMF,0.356300919,water and nutrients,Parthenium hysterophorus,control_alone,0.06557068,0.376479045,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
164,0.060949601,Bothriochloa insculpta,low water - low nutrients,5,5,RMF,0.387019481,water and nutrients,Parthenium hysterophorus,control_alone,0.066323141,0.380799357,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
165,0.060949601,Bothriochloa insculpta,low water - low nutrients,5,5,RMF,0.387019481,water and nutrients,Parthenium hysterophorus,control_alone,0.066323141,0.380799357,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
166,0.031494696,Bothriochloa insculpta,low water - None,5,5,RMF,0.199985902,water and nutrients,Parthenium hysterophorus,control_alone,0.077244964,0.443507838,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
167,0.031494696,Bothriochloa insculpta,low water - None,5,5,RMF,0.199985902,water and nutrients,Parthenium hysterophorus,control_alone,0.077244964,0.443507838,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
168,0.05021814,Bothriochloa insculpta,high water - high nutrients,5,5,RMF,0.318876551,water and nutrients,Parthenium hysterophorus,interaction,0.066338229,0.380885988,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
169,0.05021814,Bothriochloa insculpta,high water - high nutrients,5,5,RMF,0.318876551,water and nutrients,Parthenium hysterophorus,interaction,0.066338229,0.380885988,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
170,0.04598119,Bothriochloa insculpta,high water - low nutrients,5,5,RMF,0.291972651,water and nutrients,Parthenium hysterophorus,interaction,0.07875617,0.45218454,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
171,0.04598119,Bothriochloa insculpta,high water - low nutrients,5,5,RMF,0.291972651,water and nutrients,Parthenium hysterophorus,interaction,0.07875617,0.45218454,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
172,0.056421575,Bothriochloa insculpta,high water - None,5,5,RMF,0.358267301,water and nutrients,Parthenium hysterophorus,interaction,0.060751376,0.348808647,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
173,0.056421575,Bothriochloa insculpta,high water - None,5,5,RMF,0.358267301,water and nutrients,Parthenium hysterophorus,interaction,0.060751376,0.348808647,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
174,0.036202737,Bothriochloa insculpta,low water - high nutrients,5,5,RMF,0.229881154,water and nutrients,Parthenium hysterophorus,interaction,0.068902173,0.395607068,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
175,0.036202737,Bothriochloa insculpta,low water - high nutrients,5,5,RMF,0.229881154,water and nutrients,Parthenium hysterophorus,interaction,0.068902173,0.395607068,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
176,0.044181117,Bothriochloa insculpta,low water - low nutrients,5,5,RMF,0.280542492,water and nutrients,Parthenium hysterophorus,interaction,0.048633771,0.279234497,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
177,0.044181117,Bothriochloa insculpta,low water - low nutrients,5,5,RMF,0.280542492,water and nutrients,Parthenium hysterophorus,interaction,0.048633771,0.279234497,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
178,0.04808242,Bothriochloa insculpta,low water - None,5,5,RMF,0.305315097,water and nutrients,Parthenium hysterophorus,interaction,0.065847554,0.37806874,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
179,0.04808242,Bothriochloa insculpta,low water - None,5,5,RMF,0.305315097,water and nutrients,Parthenium hysterophorus,interaction,0.065847554,0.37806874,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
180,0.049367873,Cynodon dactylon,high water - high nutrients,5,5,RMF,0.313477505,water and nutrients,Parthenium hysterophorus,control_alone,0.039410685,0.226279444,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
181,0.049367873,Cynodon dactylon,high water - high nutrients,5,5,RMF,0.313477505,water and nutrients,Parthenium hysterophorus,control_alone,0.039410685,0.226279444,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
182,0.067361161,Cynodon dactylon,high water - low nutrients,5,5,RMF,0.427731788,water and nutrients,Parthenium hysterophorus,control_alone,0.043612248,0.25040304,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
183,0.067361161,Cynodon dactylon,high water - low nutrients,5,5,RMF,0.427731788,water and nutrients,Parthenium hysterophorus,control_alone,0.043612248,0.25040304,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
184,0.049102368,Cynodon dactylon,high water - None,5,5,RMF,0.31179159,water and nutrients,Parthenium hysterophorus,control_alone,0.050206371,0.288263699,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
185,0.049102368,Cynodon dactylon,high water - None,5,5,RMF,0.31179159,water and nutrients,Parthenium hysterophorus,control_alone,0.050206371,0.288263699,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
186,0.03475073,Cynodon dactylon,low water - high nutrients,5,5,RMF,0.220661157,water and nutrients,Parthenium hysterophorus,control_alone,0.06229848,0.357691464,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
187,0.03475073,Cynodon dactylon,low water - high nutrients,5,5,RMF,0.220661157,water and nutrients,Parthenium hysterophorus,control_alone,0.06229848,0.357691464,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
188,0.037068141,Cynodon dactylon,low water - low nutrients,5,5,RMF,0.235376323,water and nutrients,Parthenium hysterophorus,control_alone,0.058592606,0.336413902,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
189,0.037068141,Cynodon dactylon,low water - low nutrients,5,5,RMF,0.235376323,water and nutrients,Parthenium hysterophorus,control_alone,0.058592606,0.336413902,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
190,0.053816616,Cynodon dactylon,low water - None,5,5,RMF,0.341726256,water and nutrients,Parthenium hysterophorus,control_alone,0.069344341,0.398145807,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
191,0.053816616,Cynodon dactylon,low water - None,5,5,RMF,0.341726256,water and nutrients,Parthenium hysterophorus,control_alone,0.069344341,0.398145807,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
192,0.047500848,Cynodon dactylon,high water - high nutrients,5,5,RMF,0.301622216,water and nutrients,Parthenium hysterophorus,interaction,0.041432862,0.237889932,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
193,0.047500848,Cynodon dactylon,high water - high nutrients,5,5,RMF,0.301622216,water and nutrients,Parthenium hysterophorus,interaction,0.041432862,0.237889932,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
194,0.053012715,Cynodon dactylon,high water - low nutrients,5,5,RMF,0.336621622,water and nutrients,Parthenium hysterophorus,interaction,0.067124,0.385397554,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
195,0.053012715,Cynodon dactylon,high water - low nutrients,5,5,RMF,0.336621622,water and nutrients,Parthenium hysterophorus,interaction,0.067124,0.385397554,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
196,0.075956105,Cynodon dactylon,high water - None,5,5,RMF,0.482308201,water and nutrients,Parthenium hysterophorus,interaction,0.083503622,0.4794424,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
197,0.075956105,Cynodon dactylon,high water - None,5,5,RMF,0.482308201,water and nutrients,Parthenium hysterophorus,interaction,0.083503622,0.4794424,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
198,0.060319147,Cynodon dactylon,low water - high nutrients,5,5,RMF,0.383016209,water and nutrients,Parthenium hysterophorus,interaction,0.063072564,0.362135922,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
199,0.060319147,Cynodon dactylon,low water - high nutrients,5,5,RMF,0.383016209,water and nutrients,Parthenium hysterophorus,interaction,0.063072564,0.362135922,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
200,0.055080314,Cynodon dactylon,low water - low nutrients,5,5,RMF,0.349750523,water and nutrients,Parthenium hysterophorus,interaction,0.049845208,0.286190053,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
201,0.055080314,Cynodon dactylon,low water - low nutrients,5,5,RMF,0.349750523,water and nutrients,Parthenium hysterophorus,interaction,0.049845208,0.286190053,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
202,0.043932232,Cynodon dactylon,low water - None,5,5,RMF,0.278962115,water and nutrients,Parthenium hysterophorus,interaction,0.078374402,0.449992591,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
203,0.043932232,Cynodon dactylon,low water - None,5,5,RMF,0.278962115,water and nutrients,Parthenium hysterophorus,interaction,0.078374402,0.449992591,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
204,0.045100073,Leonotis nepetifolia,high water - high nutrients,5,5,RMF,0.286377709,water and nutrients,Parthenium hysterophorus,control_alone,0.024129096,0.138539043,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
205,0.045100073,Leonotis nepetifolia,high water - high nutrients,5,5,RMF,0.286377709,water and nutrients,Parthenium hysterophorus,control_alone,0.024129096,0.138539043,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
206,0.035583608,Leonotis nepetifolia,high water - low nutrients,5,5,RMF,0.225949789,water and nutrients,Parthenium hysterophorus,control_alone,0.069925369,0.401481824,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
207,0.035583608,Leonotis nepetifolia,high water - low nutrients,5,5,RMF,0.225949789,water and nutrients,Parthenium hysterophorus,control_alone,0.069925369,0.401481824,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
208,0.020989253,Leonotis nepetifolia,high water - None,5,5,RMF,0.133278146,water and nutrients,Parthenium hysterophorus,control_alone,0.040548207,0.232810615,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
209,0.020989253,Leonotis nepetifolia,high water - None,5,5,RMF,0.133278146,water and nutrients,Parthenium hysterophorus,control_alone,0.040548207,0.232810615,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
210,0.034764079,Leonotis nepetifolia,low water - high nutrients,5,5,RMF,0.220745921,water and nutrients,Parthenium hysterophorus,control_alone,0.033531247,0.192522206,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
211,0.034764079,Leonotis nepetifolia,low water - high nutrients,5,5,RMF,0.220745921,water and nutrients,Parthenium hysterophorus,control_alone,0.033531247,0.192522206,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
212,0.027377286,Leonotis nepetifolia,low water - low nutrients,5,5,RMF,0.17384106,water and nutrients,Parthenium hysterophorus,control_alone,0.043158759,0.247799296,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
